epoch,train_loss,train_alt_loss,train_time,val_loss,val_alt_loss,val_time,time
1,34962.65354410807,-3.7532606503615775,0.31074250489473343,10020.6162109375,-0.24365632012486457,0.011862922459840775,0.3226054273545742
2,3542.101374308268,0.5363453084525341,0.31017235573381186,1617.020703125,0.7999520540237427,0.011381783988326788,0.32155413972213864
3,1562.10338083903,0.7985114802916845,0.3018055260181427,1514.99619140625,0.814171552658081,0.011295495089143515,0.3131010211072862
4,1530.4971033732097,0.8023617528378963,0.3016574806533754,1510.675439453125,0.8135547518730164,0.011200820095837116,0.3128583007492125
5,1537.2466430664062,0.7963685492674509,0.2997964550741017,1505.371826171875,0.8064025521278382,0.011403949931263924,0.3112004050053656
6,1520.9412002563477,0.7911701264480749,0.3025606060400605,1492.7958984375,0.8170567393302918,0.01118612801656127,0.3137467340566218
7,1483.5750478108723,0.8096025101840496,0.30725635308772326,1429.182666015625,0.8183722615242004,0.01115080201998353,0.3184071551077068
8,1382.276954650879,0.8157215168078741,0.2892868621274829,1287.2756591796874,0.8345014810562134,0.011270450428128242,0.30055731255561113
9,1241.4819259643555,0.8400025231142839,0.2829285869374871,1156.23955078125,0.858152198791504,0.011250563897192478,0.2941791508346796
10,1141.4971669514973,0.8367264131860187,0.2812213134020567,1078.9117309570313,0.8579452395439148,0.011203039903193712,0.2924243533052504
11,1063.9692293802898,0.8551914828519026,0.2824164521880448,1007.6620971679688,0.874328362941742,0.011017116717994213,0.293433568906039
12,986.4993527730306,0.873921467612187,0.288818989880383,928.5526977539063,0.8844786763191224,0.01134439930319786,0.3001633891835809
13,916.1496772766113,0.8798555508255959,0.28239732095971704,870.8624633789062,0.8927159547805786,0.011424428783357143,0.2938217497430742
14,869.5106633504232,0.8870963094135126,0.2876611012034118,820.2713623046875,0.8960329055786133,0.011196126230061054,0.29885722743347287
15,825.5325724283854,0.8909527423481146,0.28976588416844606,781.3954833984375,0.9014557123184204,0.0112449717707932,0.30101085593923926
16,781.4807573954264,0.898847067107757,0.28450315771624446,740.2740234375,0.9062465310096741,0.011253539938479662,0.2957566976547241
17,744.0693410237631,0.8976290648182234,0.2867467701435089,701.6890991210937,0.9117612719535828,0.01092084776610136,0.29766761790961027
18,701.5960489908854,0.9089856756230196,0.2909641438163817,666.3344604492188,0.9159252405166626,0.01135481521487236,0.30231895903125405
19,664.4189440409342,0.906931803872188,0.2885109269991517,635.9708740234375,0.9208069682121277,0.011668161954730749,0.30017908895388246
20,629.4986864725748,0.9158757862945398,0.2936398619785905,603.370263671875,0.9241261720657349,0.011531804222613573,0.30517166620120406
21,610.4703305562338,0.91531727835536,0.29140151385217905,581.3997802734375,0.9263638377189636,0.011915129609405994,0.30331664346158504
22,580.2017300923666,0.9253918938338757,0.28824181435629725,562.1995361328125,0.929461944103241,0.011841400992125273,0.3000832153484225
23,560.4361788431803,0.9180201838413874,0.281707467045635,544.3979614257812,0.9320954918861389,0.011285592336207628,0.2929930593818426
24,543.5082492828369,0.9298352301120758,0.28518581204116344,527.0478515625,0.9295307755470276,0.011653915047645569,0.296839727088809
25,521.7014923095703,0.9332158826291561,0.2834854871034622,512.9064208984375,0.9360124111175537,0.01172406692057848,0.2952095540240407
26,508.59956487019855,0.9340481944382191,0.28916264325380325,501.00181274414064,0.9387126207351685,0.011095715221017599,0.30025835847482085
27,496.1454270680745,0.9332857976357142,0.2992491666227579,484.6994140625,0.9394734382629395,0.01120810816064477,0.3104572747834027
28,481.0168965657552,0.9298780436317126,0.288905281573534,475.7875061035156,0.9407482385635376,0.011414493899792433,0.30031977547332644
29,476.13062540690106,0.936568501094977,0.28616690589115024,461.08213500976564,0.9414323329925537,0.011060840915888548,0.2972277468070388
30,456.70056915283203,0.9415360527733961,0.2878024228848517,447.13457641601565,0.945031750202179,0.011338215321302414,0.2991406382061541
31,452.1214186350505,0.9386514474948248,0.23554237885400653,442.93583984375,0.9454143166542053,0.011051120702177286,0.24659349955618382
32,438.30691464742023,0.9413825608789921,0.23309421399608254,428.33888549804686,0.9467137455940247,0.01123318262398243,0.24432739662006497
33,425.0160967508952,0.9447912275791168,0.23698749393224716,418.74260864257815,0.9449631094932556,0.011489687021821737,0.2484771809540689
34,412.5750306447347,0.9462673962116241,0.2349185599014163,405.2401428222656,0.9478376865386963,0.010921100154519081,0.24583966005593538
35,400.0502287546794,0.9478720041612784,0.2347009931690991,391.44175415039064,0.9513413429260253,0.011713031213730574,0.24641402438282967
36,390.0110619862874,0.9492475415269533,0.2349210330285132,381.207373046875,0.9532991528511048,0.010978286620229483,0.24589931964874268
37,380.29613367716473,0.9501737381021181,0.23842867882922292,369.245849609375,0.953758180141449,0.011882203165441751,0.25031088199466467
38,370.36386489868164,0.9465891396005949,0.23437429498881102,359.0665283203125,0.9560587763786316,0.011263599153608084,0.2456378941424191
39,359.8981405893962,0.9536546679834524,0.2345241983421147,353.8662902832031,0.9533253312110901,0.011114075779914856,0.24563827412202954
40,349.4350229899089,0.9545431373020014,0.24897488672286272,340.98569946289064,0.9568147420883178,0.011102559976279736,0.26007744669914246
41,339.8644332885742,0.9528622043629488,0.29299949388951063,332.7125244140625,0.9594695448875428,0.011223127134144306,0.30422262102365494
42,333.500878016154,0.9571058390041193,0.28368685115128756,324.8490417480469,0.960154128074646,0.011425390839576721,0.2951122419908643
43,326.36138916015625,0.9558698621888956,0.28481559501960874,320.296142578125,0.9608962535858154,0.011511115357279778,0.2963267103768885
44,320.3675308227539,0.9586321835716566,0.28609594982117414,311.9034729003906,0.9614149689674377,0.010948881972581148,0.2970448317937553
