AARS,ABCB6,ABCC5,ABCF1,ABCF3,ABHD4,ABHD6,ABL1,ACAA1,ACAT2,ACBD3,ACD,ACLY,ACOT9,ADAM10,ADAT1,ADGRE5,ADGRG1,ADH5,ADI1,ADO,ADRB2,AGL,AKAP8,AKAP8L,AKR7A2,AKT1,ALAS1,ALDH7A1,ALDOA,ALDOC,AMDHD2,ANKRD10,ANO10,ANXA7,APBB2,APOE,APP,APPBP2,ARFIP2,ARHGAP1,ARHGEF12,ARHGEF2,ARID4B,ARID5B,ARL4C,ARNT2,ARPP19,ASAH1,ASCC3,ATF1,ATF5,ATF6,ATG3,ATMIN,ATP11B,ATP1B1,ATP2C1,ATP5S,ATP6V0B,ATP6V1D,AURKA,AURKB,AXIN1,B4GAT1,BACE2,BAD,BAG3,BAMBI,BAX,BCL2,BCL7B,BDH1,BECN1,BHLHE40,BID,BIRC2,BIRC5,BLCAP,BLMH,BLVRA,BMP4,BNIP3,BNIP3L,BPHL,BRCA1,BTK,BUB1B,BZW2,C2CD2,C2CD2L,C2CD5,C5,CAB39,CALM3,CALU,CAMSAP2,CANT1,CAPN1,CARMIL1,CASC3,CASK,CASP10,CASP2,CASP3,CASP7,CAST,CAT,CBLB,CBR1,CBR3,CCDC85B,CCDC86,CCDC92,CCL2,CCNA1,CCNA2,CCNB1,CCNB2,CCND1,CCND3,CCNE2,CCNF,CCNH,CCP110,CD320,CD40,CD44,CD58,CDC20,CDC25A,CDC25B,CDC42,CDC45,CDCA4,CDH3,CDK1,CDK19,CDK2,CDK4,CDK5R1,CDK6,CDK7,CDKN1A,CDKN1B,CDKN2A,CEBPA,CEBPD,CEBPZ,CENPE,CEP57,CERK,CETN3,CFLAR,CGRRF1,CHAC1,CHEK1,CHEK2,CHERP,CHIC2,CHMP4A,CHMP6,CHN1,CHP1,CIAPIN1,CIRBP,CISD1,CLIC4,CLPX,CLSTN1,CLTB,CLTC,CNDP2,CNOT4,CNPY3,COASY,COG2,COG4,COG7,COL1A1,COL4A1,COPB2,COPS7A,COQ8A,CORO1A,CPNE3,CPSF4,CREB1,CREG1,CRELD2,CRK,CRKL,CRTAP,CRYZ,CSK,CSNK1A1,CSNK1E,CSNK2A2,CSRP1,CTNNAL1,CTNND1,CTSD,CTSL,CTTN,CXCL2,CXCR4,CYB561,CYCS,CYTH1,DAG1,DAXX,DCK,DCTD,DCUN1D4,DDB2,DDIT4,DDR1,DDX10,DDX42,DECR1,DENND2D,DERA,DFFA,DFFB,DHDDS,DHRS7,DHX29,DLD,DMTF1,DNAJA3,DNAJB1,DNAJB2,DNAJB6,DNAJC15,DNM1,DNM1L,DNMT1,DNMT3A,DNTTIP2,DPH2,DRAP1,DSG2,DUSP11,DUSP14,DUSP22,DUSP3,DUSP4,DUSP6,DYNLT3,DYRK3,E2F2,EAPP,EBNA1BP2,EBP,ECD,ECH1,EDEM1,EDN1,EED,EFCAB14,EGF,EGFR,EGR1,EIF4EBP1,EIF4G1,EIF5,ELAC2,ELAVL1,ELOVL6,EML3,ENOPH1,ENOSF1,EPB41L2,EPHA3,EPHB2,EPN2,EPRS,ERBB2,ERBB3,ERO1A,ETFB,ETS1,ETV1,EVL,EXOSC4,EXT1,EZH2,FAH,FAIM,FAM20B,FAM57A,FAM69A,FAS,FASTKD5,FAT1,FBXL12,FBXO11,FBXO21,FBXO7,FCHO1,FDFT1,FEZ2,FGFR2,FGFR4,FHL2,FIS1,FKBP14,FKBP4,FOS,FOSL1,FOXJ3,FOXO3,FOXO4,FPGS,FRS2,FSD1,FUT1,FYN,FZD1,FZD7,G3BP1,GAA,GABPB1,GADD45A,GADD45B,GALE,GAPDH,GATA2,GATA3,GDPD5,GFOD1,GFPT1,GHR,GLI2,GLOD4,GLRX,GMNN,GNA11,GNA15,GNAI1,GNAI2,GNAS,GNB5,GNPDA1,GOLT1B,GPATCH8,GPC1,GPER1,GRB10,GRB7,GRN,GRWD1,GSTM2,GSTZ1,GTF2A2,GTF2E2,GTPBP8,H2AFV,HACD3,HADH,HAT1,HDAC2,HDAC6,HDGFRP3,HEATR1,HEBP1,HERC6,HERPUD1,HES1,HIF1A,HIST1H2BK,HIST2H2BE,HK1,HLA-DMA,HLA-DRA,HMG20B,HMGA2,HMGCR,HMGCS1,HMOX1,HN1L,HOMER2,HOOK2,HOXA10,HOXA5,HPRT1,HS2ST1,HSD17B10,HSD17B11,HSPA1A,HSPA4,HSPA8,HSPB1,HSPD1,HTATSF1,HTRA1,HYOU1,IARS2,ICAM1,ICAM3,ICMT,ID2,IDE,IER3,IFNAR1,IFRD2,IGF1R,IGF2BP2,IGF2R,IGFBP3,IGHMBP2,IKBKAP,IKBKB,IKBKE,IKZF1,IL13RA1,IL1B,IL4R,ILK,INPP1,INPP4B,INSIG1,INTS3,IPO13,IQGAP1,ISOC1,ITFG1,ITGAE,ITGB1BP1,ITGB5,JADE2,JMJD6,JUN,KAT6A,KAT6B,KCNK1,KCTD5,KDELR2,KDM3A,KDM5A,KDM5B,KEAP1,KIAA0100,KIAA0355,KIAA0753,KIAA0907,KIF14,KIF1BP,KIF20A,KIF2C,KIF5C,KIT,KLHDC2,KLHL21,KLHL9,KTN1,LAGE3,LAMA3,LAP3,LBR,LGALS8,LGMN,LIG1,LIPA,LOXL1,LPAR2,LPGAT1,LRP10,LRPAP1,LRRC41,LSM5,LSM6,LSR,LYN,LYPLA1,LYRM1,MACF1,MALT1,MAMLD1,MAN2B1,MAP2K5,MAP3K4,MAP4K4,MAP7,MAPK13,MAPK1IP1L,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,MAST2,MAT2A,MBNL1,MBNL2,MBOAT7,MBTPS1,MCM3,MCOLN1,MCUR1,ME2,MEF2C,MELK,MEST,METRN,MFSD10,MICALL1,MIF,MINDY1,MKNK1,MLEC,MLLT11,MMP1,MMP2,MNAT1,MOK,MPC2,MPZL1,MRPL12,MRPL19,MRPS16,MRPS2,MSH6,MSRA,MTA1,MTERF3,MTF2,MTFR1,MTHFD2,MUC1,MVP,MYBL2,MYC,MYCBP,MYCBP2,MYL9,MYLK,MYO10,NARFL,NCAPD2,NCK1,NCK2,NCOA3,NENF,NET1,NFATC3,NFATC4,NFE2L2,NFIL3,NFKB2,NFKBIA,NFKBIB,NFKBIE,NGRN,NIPSNAP1,NISCH,NIT1,NMT1,NNT,NOL3,NOLC1,NOS3,NOSIP,NOTCH1,NPC1,NPDC1,NPEPL1,NPRL2,NR1H2,NR2F6,NR3C1,NRAS,NRIP1,NSDHL,NT5DC2,NUCB2,NUDCD3,NUDT9,NUP133,NUP62,NUP85,NUP88,NUP93,NUSAP1,NVL,ORC1,OXA1L,OXCT1,OXSR1,P4HA2,P4HTM,PACSIN3,PAF1,PAFAH1B1,PAFAH1B3,PAICS,PAK1,PAK4,PAK6,PAN2,PAPD7,PARP1,PARP2,PAX8,PCBD1,PCCB,PCK2,PCM1,PCMT1,PCNA,PDGFA,PDHX,PDIA5,PDLIM1,PDS5A,PECR,PEX11A,PFKL,PGAM1,PGM1,PGRMC1,PHGDH,PHKA1,PHKB,PHKG2,PIGB,PIH1D1,PIK3C2B,PIK3C3,PIK3CA,PIK3R3,PIK3R4,PIN1,PIP4K2B,PKIG,PLA2G15,PLA2G4A,PLCB3,PLEKHJ1,PLEKHM1,PLK1,PLOD3,PLP2,PLS1,PLSCR1,PLSCR3,PMAIP1,PMM2,PNKP,PNP,POLB,POLD4,POLE2,POLG2,POLR1C,POLR2I,POLR2K,POP4,PPARD,PPARG,PPIC,PPIE,PPOX,PPP1R13B,PPP2R3C,PPP2R5A,PPP2R5E,PRAF2,PRCP,PRKACA,PRKAG2,PRKCD,PRKCH,PRKCQ,PRKX,PROS1,PRPF4,PRR15L,PRR7,PRSS23,PRUNE1,PSIP1,PSMB10,PSMB8,PSMD10,PSMD2,PSMD4,PSMD9,PSME1,PSME2,PSMF1,PSMG1,PSRC1,PTGS2,PTK2,PTK2B,PTPN1,PTPN12,PTPN6,PTPRC,PTPRF,PTPRK,PUF60,PWP1,PXMP2,PXN,PYCR1,PYGL,RAB11FIP2,RAB21,RAB27A,RAB31,RAB4A,RAC2,RAD51C,RAD9A,RAE1,RAI14,RALA,RALB,RALGDS,RAP1GAP,RASA1,RB1,RBKS,RBM15B,RBM34,RBM6,REEP5,RELB,RFC2,RFC5,RFNG,RFX5,RGS2,RHEB,RHOA,RNF167,RNH1,RNMT,RNPS1,RPA1,RPA2,RPA3,RPIA,RPL39L,RPN1,RPP38,RPS5,RPS6,RPS6KA1,RRAGA,RRP12,RRP1B,RRP8,RRS1,RSU1,RTN2,RUVBL1,S100A13,S100A4,SACM1L,SATB1,SCAND1,SCARB1,SCCPDH,SCP2,SCRN1,SCYL3,SDHB,SENP6,SERPINE1,SESN1,SFN,SGCB,SH3BP5,SHB,SHC1,SIRT3,SKIV2L,SKP1,SLC11A2,SLC1A4,SLC25A13,SLC25A14,SLC25A4,SLC25A46,SLC27A3,SLC2A6,SLC35A1,SLC35A3,SLC35B1,SLC35F2,SLC37A4,SLC5A6,SMAD3,SMARCA4,SMARCC1,SMARCD2,SMC1A,SMC3,SMC4,SMNDC1,SNAP25,SNCA,SNX11,SNX13,SNX6,SNX7,SOCS2,SORBS3,SOX2,SOX4,SPAG4,SPAG7,SPDEF,SPEN,SPP1,SPR,SPRED2,SPTAN1,SPTLC2,SQRDL,SQSTM1,SRC,SSBP2,ST3GAL5,ST6GALNAC2,ST7,STAMBP,STAP2,STAT1,STAT3,STAT5B,STK10,STK25,STMN1,STUB1,STX1A,STX4,STXBP1,STXBP2,SUPV3L1,SUV39H1,SUZ12,SYK,SYNE2,SYNGR3,SYPL1,TARBP1,TATDN2,TBC1D31,TBC1D9B,TBP,TBPL1,TBX2,TBXA2R,TCEA2,TCEAL4,TCERG1,TCFL5,TCTA,TCTN1,TERF2IP,TERT,TES,TESK1,TEX10,TFAP2A,TFDP1,TGFB3,TGFBR2,THAP11,TIAM1,TICAM1,TIMELESS,TIMM17B,TIMM22,TIMM9,TIMP2,TIPARP,TJP1,TLE1,TLK2,TLR4,TM9SF2,TM9SF3,TMCO1,TMED10,TMEM109,TMEM110,TMEM2,TMEM5,TMEM50A,TMEM97,TNFRSF21,TNIP1,TOMM34,TOMM70,TOP2A,TOPBP1,TOR1A,TP53,TP53BP1,TP53BP2,TPD52L2,TPM1,TRAK2,TRAM2,TRAP1,TRAPPC3,TRAPPC6A,TRIB1,TRIB3,TRIM13,TRIM2,TSC22D3,TSEN2,TSKU,TSPAN3,TSPAN4,TSPAN6,TSTA3,TUBB6,TWF2,TXLNA,TXNDC9,TXNL4B,TXNRD1,UBE2A,UBE2C,UBE2J1,UBE2L6,UBE3B,UBE3C,UBQLN2,UBR7,UFM1,UGDH,USP1,USP14,USP22,USP6NL,USP7,UTP14A,VAPB,VAT1,VAV3,VDAC1,VGLL4,VPS28,VPS72,WASF3,WASHC4,WASHC5,WDR61,WDR7,WDTC1,WFS1,WIPF2,WRB,XBP1,XPNPEP1,XPO7,YKT6,YME1L1,YTHDF1,ZDHHC6,ZFP36,ZMIZ1,ZMYM2,ZNF131,ZNF274,ZNF318,ZNF395,ZNF451,ZNF586,ZNF589,ZW10,sample_id,cell type,tissue
2.228,2.405,0.762,12.092,4.448,0.569,0.378,0.964,6.795,19.543,4.985,2.743,23.289,,5.956,1.816,0.457,0.62,2.401,20.835,3.759,2.561,1.627,2.008,1.625,0.982,1.78,4.708,1.175,8.171,1.22,0.368,5.609,3.315,12.447,5.288,0.359,9.124,0.483,2.86,0.724,0.287,1.846,0.164,4.575,0.165,0.598,7.765,1.551,2.601,3.339,0.384,13.425,7.692,4.588,0.902,19.906,7.424,0.428,22.027,8.817,18.161,36.027,0.193,1.779,13.331,0.766,7.619,0.531,11.622,0.097,5.921,,3.041,1.392,8.448,3.767,31.429,13.215,23.728,5.004,3.197,14.696,2.936,1.037,,0.115,1.532,16.829,2.954,0.243,1.11,0.152,22.086,1.075,10.002,1.395,0.392,0.925,0.17,2.8,0.825,1.845,0.913,7.522,4.997,0.193,2.594,,8.258,8.967,4.943,19.46,6.713,18.646,2.81,16.06,30.976,17.09,,2.867,2.703,1.429,15.516,0.715,1.761,0.643,6.877,8.257,10.374,0.367,5.268,61.475,0.852,23.754,1.047,30.341,1.947,9.991,54.176,0.057,0.212,22.613,49.767,0.248,0.404,0.083,0.442,31.758,16.103,4.041,3.696,6.154,5.767,0.437,1.718,14.21,3.821,1.885,0.564,2.835,1.779,2.292,1.337,8.23,18.582,26.888,11.499,2.485,0.178,4.214,41.227,1.754,0.819,1.278,4.816,1.167,,,0.855,30.059,21.566,5.137,1.724,1.23,2.276,18.803,4.875,1.582,36.716,2.683,2.103,8.591,7.673,1.349,16.21,21.939,2.985,5.93,13.401,2.915,1.698,33.235,11.135,2.151,0.565,2.026,0.635,5.317,29.398,0.337,4.682,12.254,4.038,0.92,1.733,0.116,6.794,4.605,9.21,0.248,4.981,3.366,0.897,1.529,12.384,5.713,11.177,3.606,1.024,2.219,0.232,15.531,17.797,0.085,9.31,2.39,0.508,20.644,1.996,0.817,0.05,8.072,17.908,1.104,0.993,1.085,16.842,5.919,2.361,,5.375,27.697,1.12,2.957,7.728,0.465,4.388,13.293,6.103,9.888,0.476,1.078,31.615,13.675,5.843,2.968,1.508,7.688,,3.696,2.172,7.536,0.027,2.336,0.979,61.469,0.396,0.051,18.202,14.985,7.242,2.203,1.233,1.13,7.098,0.377,1.397,6.196,3.633,2.421,,1.535,5.636,0.137,3.179,1.609,4.084,3.046,0.144,12.713,30.277,0.079,0.043,159.945,12.922,0.888,5.042,0.282,3.522,0.487,1.974,0.074,9.382,1.419,1.536,0.919,0.542,0.087,0.089,4.061,0.927,7.911,37.252,3.936,3.408,228.896,2.776,0.445,0.233,3.164,2.362,0.366,,9.217,5.271,35.174,1.916,0.056,0.172,10.599,119.068,5.093,2.572,1.297,1.281,0.514,0.507,1.137,0.173,1.992,19.825,0.199,,20.573,11.883,7.676,11.461,18.318,,27.644,16.877,3.162,8.325,3.099,11.374,2.098,0.526,1.386,13.948,,0.511,4.293,0.364,0.142,6.349,18.773,2.279,1.224,6.906,2.222,0.206,1.846,0.593,0.777,4.142,1.682,16.3,4.169,9.855,26.888,315.358,156.446,2.595,17.632,9.736,2.159,3.551,6.91,2.823,33.487,0.563,1.931,,4.812,23.554,6.539,1.556,0.671,3.43,2.201,3.755,0.737,0.726,0.242,4.199,0.192,0.806,9.214,10.226,1.472,2.827,0.885,1.916,14.872,3.443,3.362,15.912,23.057,0.442,0.278,0.396,1.57,1.443,0.48,0.037,3.433,21.689,1.603,1.733,2.043,2.289,0.533,2.83,0.3,2.499,4.127,12.548,6.741,9.659,0.18,2.343,0.279,1.253,18.215,20.516,5.255,0.924,1.654,0.761,4.381,0.955,5.776,6.122,0.76,0.195,0.524,1.121,80.133,1.97,41.256,0.529,0.088,2.923,9.876,3.632,5.904,1.702,0.459,0.365,0.648,2.474,10.936,0.129,1.52,15.96,5.246,,10.712,3.377,0.218,8.747,5.007,8.867,64.26,2.301,5.812,3.151,,2.502,2.091,17.917,0.655,0.323,0.914,0.214,0.085,,2.631,1.928,3.284,24.458,0.754,12.612,0.057,7.235,8.262,11.572,8.671,19.293,1.979,14.226,1.696,12.919,3.26,15.72,18.818,21.49,6.667,5.805,1.532,8.731,8.703,5.545,,2.031,5.697,0.656,10.496,4.825,1.444,10.396,11.08,1.404,1.099,0.235,27.932,0.847,0.197,4.081,2.682,1.759,,4.309,5.381,6.998,0.193,1.836,,15.102,3.155,14.281,28.737,3.042,24.794,1.33,3.487,3.518,3.97,2.946,6.772,,6.445,8.481,6.936,1.389,3.379,6.609,6.109,5.657,6.157,32.368,0.878,8.24,1.558,5.456,5.125,6.845,2.985,,0.172,4.507,3.255,6.703,63.009,1.129,0.151,0.581,0.416,0.97,97.484,8.876,1.125,7.968,33.917,0.682,1.67,1.286,3.618,13.739,0.293,2.359,13.372,8.062,0.856,0.458,2.542,35.808,6.598,2.821,0.256,1.914,5.931,2.362,7.414,0.094,2.502,0.247,3.449,0.844,1.674,3.13,1.142,13.55,25.786,1.463,0.268,4.557,1.29,2.763,7.764,61.644,0.168,5.846,50.318,7.943,7.843,1.41,8.157,,8.611,16.658,0.874,2.82,0.208,19.208,2.416,0.211,1.517,4.314,7.469,2.388,1.037,21.163,7.712,16.007,,3.161,0.123,9.08,1.024,20.458,0.228,1.365,0.494,9.76,0.457,0.267,22.209,0.418,1.611,2.114,4.459,43.814,13.972,24.634,4.494,34.374,25.665,2.494,24.217,,0.82,3.841,1.635,3.332,13.463,0.063,0.118,11.232,6.299,49.918,9.918,1.77,1.381,11.06,11.068,4.247,13.024,27.418,10.513,0.508,23.405,,0.438,,,8.794,7.159,2.21,0.412,2.23,1.646,1.009,3.278,,2.424,,0.2,7.269,4.946,0.361,5.205,8.281,42.494,39.852,4.62,3.749,0.536,8.668,4.164,0.405,6.406,3.523,12.614,21.075,0.332,54.576,,0.151,6.05,2.427,1.467,6.351,25.19,11.315,0.826,6.862,18.587,,3.381,0.348,,0.948,42.521,0.725,0.087,0.22,2.278,12.016,156.648,4.138,0.105,7.939,44.881,1.085,44.487,0.936,2.488,19.236,0.353,0.33,2.252,,2.998,2.29,1.7,0.199,,4.541,9.391,,1.522,5.987,5.023,6.084,1.025,,0.975,17.833,19.341,0.361,0.077,9.009,2.251,0.41,2.125,11.695,1.736,0.306,0.106,29.304,0.356,16.184,0.07,0.376,,0.762,,7.012,2.77,10.53,37.566,3.941,1.681,0.834,0.183,1.617,1.148,0.64,2.053,1.969,1.986,1.229,6.156,44.75,10.726,0.474,18.15,5.814,0.482,2.146,2.082,12.817,0.047,0.627,0.128,28.311,0.963,0.93,,0.333,6.39,6.629,0.697,0.728,1.175,12.636,1.733,2.566,0.523,,2.663,0.202,0.693,0.181,1.947,0.179,7.329,3.149,,4.328,0.63,13.822,0.731,18.8,2.032,2.305,0.242,6.656,9.164,2.782,4.749,0.924,14.303,16.186,,23.903,11.222,,4.072,6.867,24.325,10.012,7.179,3.147,3.71,2.51,6.791,,2.842,,2.545,0.914,20.861,7.108,5.076,3.113,7.062,2.59,4.44,1.119,2.629,2.594,0.454,0.916,3.671,0.665,36.656,5.922,19.212,3.212,71.72,1.036,,20.061,1.257,22.147,5.595,40.585,9.327,3.713,0.198,5.22,1.468,6.485,3.384,9.642,3.445,31.994,2.74,0.495,1.793,,5.985,1.635,0.152,17.993,0.762,2.691,1.563,1.037,,,14.375,0.424,4.981,0.361,,4.263,3.863,6.096,1.873,7.86,8.422,31.318,,2.961,0.576,6.361,,0.445,1.642,4.183,2.034,2.224,0.762,5.794,GSM72644,endothelial,bladder microvascular
4.102,1.318,0.605,12.502,3.358,1.229,0.516,1.025,4.622,23.452,5.683,2.415,30.497,,5.323,1.56,0.782,0.701,3.562,31.227,3.835,2.63,1.09,2.715,2.317,1.057,2.604,4.361,1.916,17.21,1.083,1.36,5.78,2.652,11.061,4.911,0.23,11.069,0.664,2.89,1.784,0.272,0.549,0.169,2.673,0.104,0.282,10.101,2.011,2.638,3.604,0.443,8.759,7.91,3.32,1.207,11.98,4.746,0.497,28.894,10.491,21.149,33.462,0.301,2.039,8.493,1.54,11.913,0.413,11.207,0.056,6.274,,2.47,1.251,7.732,3.802,26.933,9.895,16.426,5.147,3.167,8.521,3.187,1.398,,0.087,2.997,19.424,2.706,0.188,0.869,0.22,16.496,2.188,8.46,1.34,0.873,1.38,0.123,3.255,0.838,2.683,0.928,6.149,2.899,0.124,3.22,,12.795,5.21,8.08,19.751,6.478,7.78,1.375,17.564,39.24,27.174,,2.058,1.865,1.299,10.972,0.691,2.183,1.879,6.326,4.301,9.798,0.426,4.797,43.686,1.77,18.284,1.699,48.634,1.611,10.955,41.616,0.041,0.228,21.288,34.678,0.484,0.391,0.09,0.647,20.478,13.609,4.903,4.276,8.561,7.612,0.287,1.159,14.574,3.076,2.235,0.584,3.16,2.874,2.599,0.801,8.427,1.438,23.279,12.887,2.143,0.266,4.321,34.594,2.207,0.931,1.598,5.673,1.442,,,1.263,19.942,19.286,7.224,3.241,2.202,2.832,10.948,3.39,1.997,23.324,3.266,2.375,7.518,4.002,1.954,12.962,19.188,2.276,10.836,17.203,4.258,3.719,20.85,14.725,2.745,5.143,1.144,0.42,4.729,13.585,0.902,6.503,9.778,3.902,0.76,2.327,0.151,6.289,3.83,7.285,0.105,4.101,2.184,0.976,2.028,6.972,4.881,13.808,1.788,0.895,2.466,0.668,18.99,13.201,0.05,11.549,1.989,0.771,16.024,2.0,1.006,0.091,9.838,10.567,0.968,1.175,0.956,17.209,6.087,1.746,,6.996,25.333,1.123,3.293,10.046,0.703,4.69,16.057,7.506,7.026,0.348,0.911,34.652,10.712,9.955,2.9,2.156,8.619,,5.549,3.182,12.557,0.102,0.832,1.075,32.341,0.443,0.03,11.549,19.704,8.481,0.762,2.775,1.581,7.736,0.209,1.318,5.317,3.674,4.548,,1.555,8.463,0.236,1.553,1.761,5.222,2.277,0.054,17.231,33.0,0.034,0.017,75.132,13.948,0.782,3.354,0.238,4.74,0.341,1.877,0.038,4.293,1.149,0.925,0.586,0.721,0.144,0.098,7.16,0.797,8.935,34.675,2.484,5.022,164.125,2.655,1.234,0.669,1.442,2.74,0.088,,9.345,2.721,36.798,2.056,0.049,0.259,6.664,72.657,3.601,4.555,1.213,1.34,0.606,0.202,2.184,0.18,2.575,29.333,0.126,,19.887,12.319,5.043,11.944,10.371,,24.642,22.206,1.587,6.934,4.579,7.198,2.291,0.959,2.273,18.123,,0.531,5.562,0.302,0.105,7.443,25.879,5.964,,10.226,1.585,0.065,1.258,0.53,0.25,5.553,1.696,17.8,3.255,11.134,24.152,158.138,155.708,4.471,14.689,3.075,2.627,4.998,12.628,2.787,25.252,0.488,2.917,,4.245,13.88,6.25,2.283,0.572,3.888,1.141,5.001,1.031,0.824,0.125,3.149,0.558,1.231,7.085,7.887,1.518,1.713,0.827,1.289,8.689,6.328,2.569,20.651,29.67,0.548,0.182,0.55,1.773,1.008,0.492,0.066,2.636,24.553,1.479,1.189,2.104,2.869,0.75,3.042,0.184,2.707,3.109,11.106,10.702,11.81,0.239,2.332,0.402,1.819,9.933,17.701,5.654,0.74,7.684,0.928,5.729,2.589,5.136,7.184,1.517,0.138,2.037,3.045,36.635,3.036,48.863,0.552,0.018,1.414,15.894,5.294,4.238,1.994,0.462,0.424,0.633,1.553,11.211,0.06,0.927,7.432,4.508,,3.978,3.008,0.321,9.885,4.166,11.493,35.702,3.451,8.61,4.57,,4.539,2.35,17.407,18.031,0.342,1.131,0.113,0.025,,3.622,4.164,2.896,160.206,1.162,7.45,0.242,8.931,8.912,,9.636,29.503,1.057,6.973,1.142,6.579,2.727,3.716,13.835,29.068,3.04,4.599,2.06,12.01,9.376,3.655,,1.1,6.47,1.153,5.139,2.894,1.992,3.959,9.769,1.383,1.14,0.17,25.615,0.222,0.321,4.909,3.347,1.987,,2.23,2.543,3.506,0.41,1.883,,7.017,3.251,10.902,25.158,1.515,13.588,2.391,2.726,4.35,5.044,2.73,8.016,,8.101,6.211,11.784,2.42,3.808,6.209,7.39,7.328,5.15,22.83,6.537,4.345,1.278,6.177,5.968,6.254,4.066,,0.18,3.974,2.543,3.56,49.853,0.923,0.314,1.128,0.501,1.638,73.438,11.526,1.438,9.361,13.505,0.547,2.135,2.454,9.507,1.342,1.258,1.756,15.753,7.258,1.18,0.999,,33.538,5.703,5.541,0.909,2.378,2.693,1.608,7.59,0.062,6.382,0.24,2.271,0.975,1.518,4.259,1.193,12.536,12.184,4.731,0.57,2.273,0.808,3.042,3.849,56.219,0.11,8.827,32.59,2.211,9.063,1.167,10.804,,13.777,19.982,0.953,3.062,0.286,22.239,1.607,0.343,1.005,5.024,9.991,2.013,0.89,23.856,6.516,5.88,3.387,3.458,0.205,9.772,0.628,22.113,0.221,1.961,1.039,6.662,0.343,0.388,12.566,0.595,1.777,4.458,13.334,41.91,14.563,31.315,2.901,41.415,32.234,3.597,21.275,,1.428,6.643,0.93,1.825,10.467,0.053,0.031,8.287,8.146,33.939,6.73,2.212,1.798,5.395,5.455,2.822,19.799,16.697,10.68,1.091,24.699,,0.77,,2.021,9.863,12.601,2.939,0.376,1.559,1.764,1.426,2.414,,2.926,,0.179,9.291,6.176,0.299,4.046,3.274,47.71,43.156,4.45,4.174,0.768,8.926,6.525,0.25,9.109,9.963,16.814,27.64,0.208,59.109,,0.184,7.462,2.454,1.2,5.934,17.182,10.929,0.809,9.561,24.476,0.677,4.756,0.339,,2.723,36.454,0.524,0.263,0.818,1.881,14.486,60.36,4.977,0.059,9.12,10.429,0.758,35.111,0.769,1.233,27.372,0.257,0.221,4.068,,3.483,3.631,2.711,0.44,3.095,2.89,9.874,14.598,1.424,3.26,4.182,4.344,0.419,,1.373,23.114,15.998,0.589,0.057,4.167,1.852,0.646,2.766,12.275,1.347,0.318,0.036,10.739,0.594,14.542,0.048,0.363,0.061,0.953,,4.774,4.832,12.491,42.508,4.014,2.063,1.249,0.11,1.583,1.113,1.364,2.076,2.202,1.36,1.437,5.013,52.003,12.149,0.591,11.58,5.922,0.47,2.534,2.029,10.739,0.039,0.212,0.086,27.195,0.828,1.684,,0.178,4.464,5.984,1.378,0.416,1.06,13.687,1.129,1.601,0.733,,2.506,0.164,1.337,0.302,2.784,0.101,12.36,2.615,,2.437,0.652,9.155,0.522,17.087,2.452,3.251,0.44,4.619,11.582,1.835,3.192,1.126,17.654,8.707,,24.827,16.923,,5.429,6.229,18.986,12.288,3.918,4.436,4.234,2.349,7.211,,2.697,,1.956,1.154,18.254,3.598,5.579,3.783,16.272,4.481,4.721,0.894,3.182,1.682,0.596,0.766,3.666,0.849,35.39,4.724,15.914,3.159,72.549,0.806,,20.032,0.906,35.022,5.74,49.437,14.84,5.99,0.36,5.38,1.447,6.184,3.457,11.344,3.042,28.296,4.777,0.524,1.708,,5.919,2.639,0.04,14.38,1.518,3.135,1.959,0.999,,,16.025,0.372,4.7,0.358,,7.435,4.434,7.367,2.433,10.423,8.349,23.252,8.659,2.266,0.504,5.016,,0.436,1.396,2.289,1.618,2.547,0.934,5.309,GSM72647,endothelial,cardiac microvascular
